,ST_CASE,FATALS,PERSONS,MONTH,MAN_COLL,VSPD_LIM,LGT_COND,WEATHER,VSURCOND,STATE,DRUNK_DR,rate,rate_numerical,arrival_time
3981,61860,1,1,9,0,55,2,1,1,6,1,high,1.0,15.0
3982,61861,1,2,8,0,55,1,1,1,6,0,low,0.5,7.0
3983,61862,1,2,8,1,45,1,1,1,6,0,low,0.5,6.0
3984,61863,1,1,9,0,55,1,1,1,6,0,high,1.0,15.0
3985,61864,1,6,8,6,55,1,1,1,6,2,low,0.16666666666666666,12.0
3986,61865,1,1,8,0,55,2,1,1,6,1,high,1.0,10.0
3987,61866,1,2,7,0,55,2,10,1,6,1,low,0.5,12.0
3988,61867,1,1,9,0,55,1,1,1,6,0,high,1.0,7.0
3989,61868,1,1,9,0,40,1,1,1,6,0,high,1.0,5.0
3990,61869,1,3,10,2,55,1,1,1,6,0,low,0.3333333333333333,42.0
3991,61870,1,2,7,6,35,3,1,1,6,0,low,0.5,16.0
3992,61871,1,1,7,0,65,2,10,1,6,0,high,1.0,7.0
3993,61872,1,1,9,0,50,2,1,1,6,1,high,1.0,3.0
3994,61873,1,1,9,0,55,1,1,1,6,0,high,1.0,2.0
3995,61874,1,3,10,0,35,3,10,1,6,1,low,0.3333333333333333,22.0
3996,61875,1,1,9,0,50,1,1,1,6,0,high,1.0,9.0
3997,61876,2,2,10,0,45,1,1,1,6,0,high,1.0,5.0
3998,61877,1,1,1,0,55,1,1,1,6,0,high,1.0,32.0
3999,61878,1,3,7,0,45,1,1,1,6,1,low,0.3333333333333333,18.0
4000,61879,1,1,9,0,55,1,1,1,6,1,high,1.0,8.0
4001,61880,1,1,9,0,65,2,1,1,6,1,high,1.0,3.0
4002,61881,1,2,10,0,45,3,1,1,6,0,low,0.5,5.0
4003,61882,1,4,7,2,35,1,1,1,6,0,low,0.25,8.0
4004,61883,1,1,11,0,55,3,1,1,6,0,high,1.0,12.0
4005,61884,1,2,4,1,50,1,1,1,6,0,low,0.5,18.0
4006,61885,1,1,10,0,55,2,1,1,6,0,high,1.0,53.0
4007,61886,1,4,4,7,65,1,1,1,6,1,low,0.25,10.0
4008,61887,1,1,10,0,60,5,2,2,6,0,high,1.0,9.0
4009,61888,1,1,10,0,55,1,1,1,6,0,high,1.0,14.0
4010,61889,1,3,10,0,55,2,10,1,6,0,low,0.3333333333333333,6.0
4011,61890,1,3,2,0,45,3,1,1,6,0,low,0.3333333333333333,28.0
4012,61891,1,3,7,6,35,3,1,1,6,0,low,0.3333333333333333,9.0
4013,61892,1,1,7,0,35,3,1,1,6,0,high,1.0,31.0
4014,61893,1,1,6,0,65,3,10,1,6,1,high,1.0,32.0
4015,61894,2,4,7,0,65,3,1,1,6,1,low,0.5,73.0
4016,61895,1,3,3,2,55,5,1,1,6,0,low,0.3333333333333333,12.0
4017,61896,2,4,8,6,55,1,1,1,6,0,low,0.5,8.0
4018,61897,1,1,9,0,50,1,1,1,6,1,high,1.0,12.0
4019,61898,1,1,10,0,50,1,1,1,6,0,high,1.0,13.0
4020,61899,1,2,6,1,55,1,1,1,6,0,low,0.5,26.0
4021,61900,1,4,4,6,25,3,10,1,6,0,low,0.25,15.0
4022,61901,1,2,8,1,40,3,1,1,6,0,low,0.5,6.0
4023,61902,1,2,9,2,55,1,1,1,6,0,low,0.5,13.0
4024,61903,1,1,10,0,55,1,1,1,6,0,high,1.0,6.0
4025,61904,1,1,9,0,55,2,1,1,6,1,high,1.0,20.0
4026,61905,1,1,10,0,40,3,1,1,6,1,high,1.0,11.0
4027,61906,1,1,10,0,55,1,1,1,6,1,high,1.0,18.0
4028,61907,2,2,10,0,70,1,1,1,6,0,high,1.0,20.0
4029,61908,1,7,7,0,65,1,1,1,6,0,low,0.14285714285714285,7.0
4030,61909,1,1,7,0,55,1,1,1,6,1,high,1.0,3.0
4031,61910,1,1,9,0,55,1,1,1,6,0,high,1.0,28.0
4032,61911,1,1,10,0,55,1,1,1,6,0,high,1.0,12.0
4033,61912,1,3,9,1,65,2,1,1,6,0,low,0.3333333333333333,15.0
4034,61913,1,3,4,6,65,3,1,1,6,0,low,0.3333333333333333,18.0
4035,61914,1,3,6,6,50,1,1,1,6,0,low,0.3333333333333333,11.0
4036,61915,1,2,10,2,55,2,1,1,6,0,low,0.5,26.0
4037,61916,1,2,9,0,35,1,1,1,6,0,low,0.5,9.0
4038,61917,2,6,5,2,65,3,10,1,6,1,low,0.3333333333333333,11.0
4039,61918,1,2,10,1,50,3,1,1,6,0,low,0.5,7.0
4040,61919,1,3,7,0,65,1,1,1,6,0,low,0.3333333333333333,17.0
4041,61920,1,4,8,2,55,1,1,1,6,0,low,0.25,8.0
4042,61921,1,2,10,1,65,2,1,1,6,1,low,0.5,6.0
4043,61922,1,2,9,0,25,1,1,2,6,0,low,0.5,23.0
4044,61923,1,5,10,6,25,3,1,1,6,0,low,0.2,5.0
4045,61924,1,6,8,6,70,1,1,1,6,0,low,0.16666666666666666,5.0
4046,61925,1,2,10,0,65,3,1,1,6,0,low,0.5,17.0
4047,61926,2,1,6,0,55,2,1,1,6,1,high,2.0,10.0
4048,61927,1,2,8,1,65,3,1,1,6,0,low,0.5,7.0
4049,61928,1,1,8,0,35,1,1,1,6,0,high,1.0,8.0
4050,61929,1,3,9,6,40,1,1,1,6,0,low,0.3333333333333333,7.0
4051,61930,1,1,7,0,35,3,1,1,6,0,high,1.0,9.0
4052,61931,1,1,10,0,55,2,1,1,6,0,high,1.0,24.0
4053,61932,1,1,8,0,70,2,1,1,6,1,high,1.0,8.0
4054,61933,1,1,9,0,40,1,1,1,6,0,high,1.0,8.0
4055,61934,1,2,7,7,45,1,10,1,6,0,low,0.5,12.0
4056,61935,1,2,8,0,25,5,1,1,6,0,low,0.5,7.0
4057,61936,1,2,12,1,65,1,10,1,6,0,low,0.5,14.0
4058,61937,1,1,10,0,55,1,1,1,6,1,high,1.0,9.0
4059,61938,3,5,10,0,25,3,1,1,6,0,high,0.6,12.0
4060,61939,1,1,12,0,35,3,2,2,6,0,high,1.0,3.0
4061,61940,1,4,8,7,65,1,1,1,6,1,low,0.25,7.0
4062,61941,1,2,11,6,0,1,1,0,6,1,low,0.5,18.0
4063,61942,1,1,8,0,50,1,1,1,6,0,high,1.0,10.0
4064,61943,1,1,6,0,50,2,1,1,6,0,high,1.0,14.0
4065,61944,1,1,7,0,25,1,1,1,6,0,high,1.0,6.0
4066,61945,1,6,11,1,55,1,1,1,6,0,low,0.16666666666666666,9.0
4067,61946,1,1,8,0,65,3,1,1,6,1,high,1.0,8.0
4068,61947,1,4,10,0,70,2,1,1,6,0,low,0.25,9.0
4069,61948,1,1,11,0,55,2,10,4,6,0,high,1.0,1.0
4070,61949,1,4,11,6,55,3,1,1,6,1,low,0.25,35.0
4071,61950,1,4,12,6,55,2,2,2,6,0,low,0.25,21.0
4072,61951,2,5,12,6,65,1,10,2,6,0,low,0.4,15.0
4073,61952,2,4,12,1,65,2,1,1,6,1,low,0.5,30.0
4074,61953,1,3,10,6,50,2,1,1,6,0,low,0.3333333333333333,10.0
4075,61954,1,4,11,1,55,2,10,1,6,0,low,0.25,18.0
4076,61955,1,1,10,0,35,3,1,1,6,0,high,1.0,13.0
4077,61956,1,5,12,8,55,1,10,2,6,0,low,0.2,49.0
4078,61957,1,1,10,0,65,3,1,1,6,0,high,1.0,10.0
4079,61958,1,3,9,2,45,2,1,1,6,1,low,0.3333333333333333,7.0
4080,61959,1,3,8,2,45,1,1,1,6,1,low,0.3333333333333333,28.0
4081,61960,1,1,10,0,45,3,1,1,6,1,high,1.0,17.0
4082,61961,1,2,12,6,55,4,10,1,6,0,low,0.5,18.0
4083,61962,1,1,10,0,55,2,1,1,6,0,high,1.0,18.0
4084,61963,1,1,10,0,25,1,1,1,6,0,high,1.0,26.0
4085,61964,1,2,12,2,65,3,10,1,6,0,low,0.5,3.0
4086,61965,1,4,9,1,65,3,1,1,6,1,low,0.25,12.0
4087,61966,1,4,11,0,65,2,10,1,6,0,low,0.25,60.0
4088,61967,1,2,8,0,65,3,1,1,6,1,low,0.5,704.0
4089,61968,1,1,6,0,35,3,10,1,6,1,high,1.0,10.0
4090,61969,1,2,8,0,65,1,1,1,6,0,low,0.5,20.0
4091,61970,1,1,11,0,35,3,1,1,6,0,high,1.0,6.0
4092,61971,1,4,11,7,65,1,1,1,6,0,low,0.25,21.0
4093,61972,1,3,12,1,55,2,1,1,6,1,low,0.3333333333333333,0.0
4094,61973,1,2,7,2,55,1,10,1,6,0,low,0.5,12.0
4095,61974,3,5,6,2,40,3,1,1,6,1,high,0.6,24.0
4096,61975,1,6,3,1,55,1,1,1,6,1,low,0.16666666666666666,9.0
4097,61976,2,4,11,8,55,2,1,2,6,0,low,0.5,13.0
4098,61977,2,5,4,2,60,1,1,1,6,0,low,0.4,12.0
4099,61978,1,3,12,1,65,2,1,1,6,1,low,0.3333333333333333,6.0
4100,61979,1,2,6,1,65,2,1,1,6,1,low,0.5,10.0
4101,61980,2,5,12,6,55,1,2,2,6,0,low,0.4,16.0
4102,61981,1,1,7,0,45,2,1,1,6,0,high,1.0,1.0
4103,61982,1,2,9,6,45,3,1,1,6,1,low,0.5,7.0
4104,61983,1,5,7,0,25,3,1,1,6,0,low,0.2,12.0
4105,61984,1,3,8,1,65,3,1,1,6,1,low,0.3333333333333333,20.0
4106,61985,1,4,11,7,70,1,1,1,6,0,low,0.25,63.0
4107,61986,1,2,10,2,55,1,1,1,6,0,low,0.5,25.0
4108,61987,1,5,7,6,45,3,1,1,6,0,low,0.2,13.0
4109,61988,1,1,9,0,35,3,1,1,6,0,high,1.0,5.0
4110,61989,1,4,8,2,50,2,1,1,6,1,low,0.25,16.0
4111,61990,1,4,10,1,55,2,1,1,6,0,low,0.25,12.0
4112,61991,1,1,9,0,35,1,1,98,6,0,high,1.0,6.0
4113,61992,1,3,11,2,55,2,1,1,6,0,low,0.3333333333333333,6.0
4114,61993,1,1,8,1,55,2,1,1,6,0,high,1.0,12.0
4115,61994,1,1,7,0,25,1,1,1,6,0,high,1.0,7.0
4116,61995,1,2,7,0,25,3,1,1,6,0,low,0.5,32.0
4117,61996,1,1,8,0,55,2,1,1,6,1,high,1.0,10.0
4118,61997,1,1,1,0,30,1,1,1,6,0,high,1.0,21.0
4119,61998,1,2,10,0,55,3,10,1,6,0,low,0.5,14.0
4120,61999,1,2,12,1,65,1,1,1,6,0,low,0.5,2.0
4121,62000,1,1,10,0,25,5,1,1,6,1,high,1.0,30.0
4122,62001,1,1,10,0,35,3,1,1,6,1,high,1.0,0.0
4123,62002,1,2,8,0,55,1,1,1,6,0,low,0.5,19.0
4124,62003,1,6,7,2,40,1,1,1,6,0,low,0.16666666666666666,9.0
4125,62004,1,4,10,1,65,4,5,1,6,0,low,0.25,14.0
4126,62005,1,2,11,2,45,2,1,1,6,0,low,0.5,4.0
4127,62006,1,4,11,1,65,2,1,1,6,0,low,0.25,49.0
4128,62007,1,1,9,0,25,1,1,1,6,0,high,1.0,26.0
4129,62008,1,3,8,2,65,1,1,1,6,0,low,0.3333333333333333,9.0
4130,62009,1,2,10,0,30,3,1,1,6,0,low,0.5,13.0
4131,62010,1,2,10,6,45,3,10,1,6,0,low,0.5,5.0
4132,62011,1,1,10,0,35,3,1,1,6,0,high,1.0,10.0
4133,62012,2,5,10,6,25,2,1,1,6,0,low,0.4,12.0
4134,62013,1,2,11,0,25,3,1,1,6,0,low,0.5,26.0
4135,62014,1,2,10,0,35,3,1,1,6,0,low,0.5,10.0
4136,62015,1,1,9,0,35,3,1,1,6,0,high,1.0,18.0
4137,62016,1,3,8,2,55,1,1,1,6,0,low,0.3333333333333333,6.0
4138,62017,1,1,10,0,55,2,1,1,6,0,high,1.0,11.0
4139,62018,1,1,9,0,45,2,1,1,6,0,high,1.0,13.0
4140,62019,1,3,11,6,65,2,1,1,6,0,low,0.3333333333333333,19.0
4141,62020,1,1,10,0,45,2,1,1,6,1,high,1.0,7.0
4142,62021,1,1,7,0,45,3,1,1,6,1,high,1.0,6.0
4143,62022,1,1,8,0,40,1,1,1,6,0,high,1.0,14.0
4144,62023,1,1,8,0,55,1,1,1,6,0,high,1.0,20.0
4145,62024,1,1,8,0,55,1,1,1,6,0,high,1.0,5.0
4146,62025,1,1,10,0,25,1,10,1,6,1,high,1.0,6.0
4147,62026,1,1,8,0,45,1,1,1,6,0,high,1.0,21.0
4148,62027,1,1,10,0,35,1,1,1,6,1,high,1.0,17.0
4149,62028,2,3,8,0,55,2,1,1,6,0,high,0.6666666666666666,23.0
4150,62029,1,1,10,0,65,3,1,1,6,0,high,1.0,11.0
4151,62030,1,1,8,0,55,1,10,1,6,0,high,1.0,23.0
4152,62031,1,1,10,0,55,1,1,1,6,0,high,1.0,14.0
4153,62032,1,1,8,0,55,2,1,1,6,0,high,1.0,15.0
4154,62033,1,1,10,0,65,3,1,1,6,0,high,1.0,41.0
4155,62034,1,1,8,0,55,5,1,1,6,0,high,1.0,8.0
4156,62035,1,1,10,0,35,3,1,1,6,0,high,1.0,23.0
4157,62036,1,1,10,0,55,2,10,1,6,1,high,1.0,13.0
4158,62037,1,1,10,0,40,3,1,1,6,0,high,1.0,7.0
4159,62038,1,2,10,0,35,2,1,1,6,0,low,0.5,15.0
4160,62039,1,6,11,2,55,2,1,1,6,0,low,0.16666666666666666,17.0
4161,62040,1,1,10,0,40,3,10,1,6,0,high,1.0,19.0
4162,62041,1,2,11,0,35,3,1,1,6,0,low,0.5,6.0
4163,62042,1,1,9,0,55,2,1,1,6,0,high,1.0,12.0
4164,62043,1,1,11,0,40,3,1,1,6,0,high,1.0,27.0
4165,62044,2,1,10,0,55,2,10,1,6,0,high,2.0,20.0
4166,62045,1,1,11,0,30,3,1,1,6,0,high,1.0,25.0
4167,62046,1,1,11,0,40,1,1,1,6,0,high,1.0,42.0
4168,62047,1,1,11,0,35,3,1,1,6,0,high,1.0,20.0
4169,62048,2,6,6,6,55,3,1,1,6,0,low,0.3333333333333333,25.0
4170,62049,1,1,11,0,55,2,1,1,6,0,high,1.0,8.0
4171,62050,1,3,9,1,55,1,1,1,6,0,low,0.3333333333333333,6.0
4172,62051,1,1,10,0,30,2,10,1,6,0,high,1.0,6.0
4173,62052,2,6,7,6,45,1,1,1,6,0,low,0.3333333333333333,5.0
4174,62053,1,2,12,1,65,3,1,1,6,1,low,0.5,24.0
4175,62054,1,2,10,2,55,1,1,1,6,0,low,0.5,4.0
4176,62055,1,1,11,0,35,3,1,1,6,0,high,1.0,6.0
4177,62056,1,1,10,0,45,3,1,1,6,0,high,1.0,14.0
4178,62057,1,1,9,0,35,1,1,1,6,0,high,1.0,13.0
4179,62058,1,1,10,0,35,3,1,1,6,1,high,1.0,29.0
4180,62059,1,1,9,0,25,1,1,1,6,0,high,1.0,12.0
4181,62060,3,4,8,0,65,2,1,1,6,0,high,0.75,20.0
4182,62061,1,4,10,0,70,3,1,1,6,0,low,0.25,15.0
4183,62062,2,2,10,0,65,2,1,1,6,0,high,1.0,5.0
4184,62063,1,2,10,0,70,1,1,1,6,0,low,0.5,8.0
4185,62064,1,5,10,0,55,2,2,2,6,0,low,0.2,16.0
4186,62065,1,1,10,0,35,3,1,1,6,1,high,1.0,8.0
4187,62066,1,2,8,1,65,3,1,1,6,0,low,0.5,11.0
4188,62067,1,1,10,0,45,3,1,1,6,0,high,1.0,4.0
4189,62068,1,7,9,0,65,2,1,2,6,0,low,0.14285714285714285,11.0
4190,62069,1,2,12,2,65,2,1,1,6,1,low,0.5,9.0
4191,62070,1,3,8,6,55,1,1,1,6,0,low,0.3333333333333333,11.0
4192,62071,1,2,9,0,65,1,1,1,6,0,low,0.5,2.0
4193,62072,1,4,8,1,65,1,1,1,6,0,low,0.25,13.0
4194,62073,1,1,11,0,35,1,2,2,6,0,high,1.0,9.0
4195,62074,1,1,11,0,35,3,1,1,6,0,high,1.0,14.0
4196,62075,1,1,11,0,30,1,1,1,6,0,high,1.0,9.0
4197,62076,1,2,11,0,40,3,1,1,6,0,low,0.5,15.0
4198,62077,1,1,11,0,65,3,5,2,6,0,high,1.0,25.0
4199,62078,1,8,11,6,55,2,10,1,6,0,low,0.125,8.0
4200,62079,1,1,11,0,35,2,1,1,6,0,high,1.0,25.0
4201,62080,1,2,11,6,25,4,1,1,6,0,low,0.5,6.0
4202,62081,1,1,12,0,45,3,1,1,6,0,high,1.0,13.0
4203,62082,1,1,11,0,45,4,1,1,6,0,high,1.0,22.0
4204,62083,1,1,11,0,40,3,1,1,6,0,high,1.0,32.0
4205,62084,1,1,1,0,25,1,1,1,6,0,high,1.0,31.0
4206,62085,1,4,12,0,55,2,1,1,6,0,low,0.25,15.0
4207,62086,1,1,11,0,25,3,1,1,6,0,high,1.0,10.0
4208,62087,2,3,9,7,65,3,10,1,6,1,high,0.6666666666666666,19.0
4209,62088,1,1,12,0,45,3,1,1,6,0,high,1.0,13.0
4210,62089,1,4,11,2,55,2,2,2,6,0,low,0.25,1.0
4211,62090,1,1,10,0,55,1,1,1,6,0,high,1.0,1.0
4212,62091,1,1,11,0,50,3,10,1,6,0,high,1.0,6.0
4213,62092,1,1,10,0,65,1,1,1,6,0,high,1.0,8.0
4214,62093,1,1,11,0,55,1,2,2,6,0,high,1.0,8.0
4215,62094,1,1,11,0,35,1,10,1,6,1,high,1.0,141.0
4216,62095,1,1,11,0,55,1,2,2,6,1,high,1.0,18.0
4217,62096,1,1,11,0,55,2,10,1,6,0,high,1.0,3.0
4218,62097,1,1,12,0,25,1,1,1,6,0,high,1.0,19.0
4219,62098,1,1,11,0,55,2,1,1,6,1,high,1.0,13.0
4220,62099,1,1,11,0,35,3,10,1,6,0,high,1.0,22.0
4221,62100,1,1,11,0,55,1,10,1,6,0,high,1.0,1.0
4222,62101,1,1,11,0,55,2,1,1,6,1,high,1.0,7.0
4223,62102,1,3,11,0,25,1,1,1,6,0,low,0.3333333333333333,20.0
4224,62103,1,1,8,0,40,2,1,1,6,1,high,1.0,16.0
4225,62104,1,1,11,0,55,2,1,1,6,0,high,1.0,9.0
4226,62105,1,1,11,0,60,2,2,2,6,0,high,1.0,7.0
4227,62106,1,6,10,0,65,2,10,2,6,0,low,0.16666666666666666,22.0
4228,62107,1,2,11,0,40,2,1,1,6,0,low,0.5,16.0
4229,62108,1,1,11,0,55,1,1,1,6,0,high,1.0,47.0
4230,62109,1,2,10,6,55,1,1,1,6,0,low,0.5,42.0
4231,62110,1,1,11,0,35,3,10,1,6,0,high,1.0,11.0
4232,62111,1,1,11,0,65,3,1,1,6,1,high,1.0,14.0
4233,62112,1,1,11,0,65,3,1,1,6,1,high,1.0,41.0
4234,62113,1,1,11,0,65,3,10,1,6,0,high,1.0,16.0
4235,62114,1,2,11,0,70,2,1,1,6,0,low,0.5,24.0
4236,62115,1,2,9,2,55,2,1,1,6,1,low,0.5,414.0
4237,62116,1,2,10,0,55,4,1,1,6,0,low,0.5,33.0
4238,62117,1,3,11,0,70,1,1,1,6,0,low,0.3333333333333333,12.0
4239,62118,1,1,11,0,45,1,2,2,6,0,high,1.0,14.0
4240,62119,1,2,11,0,45,2,1,1,6,0,low,0.5,16.0
4241,62120,1,1,11,0,35,3,1,1,6,0,high,1.0,8.0
4242,62121,1,1,11,0,40,3,1,1,6,0,high,1.0,5.0
4243,62122,1,1,11,0,35,3,1,1,6,0,high,1.0,15.0
4244,62123,1,1,11,0,55,2,1,1,6,0,high,1.0,8.0
4245,62124,1,1,11,0,25,5,10,1,6,0,high,1.0,27.0
4246,62125,1,1,11,0,65,3,1,1,6,1,high,1.0,14.0
4247,62126,1,2,7,0,35,1,1,1,6,0,low,0.5,9.0
4248,62127,1,1,11,0,25,3,10,1,6,1,high,1.0,28.0
4249,62128,1,1,11,0,55,2,1,1,6,1,high,1.0,29.0
4250,62129,1,1,11,0,40,1,1,1,6,0,high,1.0,11.0
4251,62130,1,1,8,0,40,1,1,1,6,0,high,1.0,10.0
4252,62131,1,2,11,7,55,1,1,1,6,0,low,0.5,13.0
4253,62132,1,2,11,0,55,2,1,1,6,0,low,0.5,15.0
4254,62133,1,1,11,0,55,1,10,2,6,0,high,1.0,5.0
4255,62134,1,1,11,0,55,1,4,3,6,0,high,1.0,16.0
4256,62135,1,1,10,0,40,3,1,1,6,0,high,1.0,5.0
4257,62136,1,2,10,0,35,3,1,1,6,0,low,0.5,16.0
4258,62137,1,1,11,0,55,4,5,1,6,1,high,1.0,9.0
4259,62138,1,2,11,0,30,3,1,1,6,0,low,0.5,9.0
4260,62139,1,1,10,0,50,2,1,1,6,0,high,1.0,14.0
4261,62140,1,1,11,0,40,3,1,1,6,0,high,1.0,0.0
4262,62141,1,1,11,0,35,3,2,2,6,0,high,1.0,2.0
4263,62142,1,2,11,0,45,3,1,1,6,0,low,0.5,1.0
4264,62143,1,1,11,0,40,3,1,1,6,0,high,1.0,12.0
4265,62144,1,1,11,0,25,2,1,1,6,0,high,1.0,51.0
4266,62145,1,3,11,0,65,1,2,2,6,0,low,0.3333333333333333,1.0
4267,62146,1,2,8,9,35,1,1,1,6,0,low,0.5,17.0
4268,62147,1,1,11,0,40,3,1,1,6,1,high,1.0,3.0
4269,62148,1,1,11,0,65,2,1,1,6,0,high,1.0,13.0
4270,62149,1,2,11,0,35,1,1,1,6,0,low,0.5,7.0
4271,62150,1,1,10,0,35,1,1,1,6,0,high,1.0,7.0
4272,62151,1,2,9,0,55,2,1,1,6,0,low,0.5,4.0
4273,62152,1,1,11,0,55,1,1,1,6,0,high,1.0,3.0
4274,62153,1,1,11,0,35,3,1,1,6,0,high,1.0,20.0
4275,62154,1,1,11,0,35,3,1,1,6,0,high,1.0,8.0
4276,62155,1,2,8,6,35,1,1,1,6,0,low,0.5,6.0
4277,62156,1,1,12,0,50,1,10,2,6,1,high,1.0,4.0
4278,62157,1,2,8,2,50,2,1,1,6,0,low,0.5,2.0
4279,62158,1,2,8,1,65,1,1,1,6,0,low,0.5,48.0
4280,62159,2,2,8,0,55,2,1,1,6,0,high,1.0,43.0
4281,62160,1,3,9,9,65,3,1,1,6,1,low,0.3333333333333333,8.0
4282,62161,1,1,8,0,55,2,1,1,6,0,high,1.0,4.0
4283,62162,1,1,9,0,45,1,1,1,6,0,high,1.0,15.0
4284,62163,1,2,8,6,55,1,1,1,6,0,low,0.5,7.0
4285,62164,1,3,8,6,55,1,1,1,6,0,low,0.3333333333333333,8.0
4286,62165,1,1,8,0,30,3,1,1,6,0,high,1.0,4.0
4287,62166,1,1,9,0,35,1,1,1,6,0,high,1.0,10.0
4288,62167,1,1,9,0,30,2,1,1,6,0,high,1.0,6.0
4289,62168,1,2,9,6,45,1,1,1,6,0,low,0.5,3.0
4290,62169,1,3,9,1,55,2,1,1,6,1,low,0.3333333333333333,48.0
4291,62170,1,3,10,2,55,1,1,1,6,0,low,0.3333333333333333,14.0
4292,62171,1,1,8,0,45,3,1,1,6,0,high,1.0,7.0
4293,62172,1,3,9,0,35,3,1,1,6,0,low,0.3333333333333333,13.0
4294,62173,2,2,12,0,55,2,2,2,6,0,high,1.0,13.0
4295,62174,1,1,9,0,50,4,2,2,6,0,high,1.0,5.0
4296,62175,1,1,1,0,40,3,1,1,6,1,high,1.0,18.0
4297,62176,1,1,2,0,45,3,1,1,6,0,high,1.0,19.0
4298,62177,1,2,2,0,65,3,1,1,6,1,low,0.5,37.0
4299,62178,1,1,3,0,0,1,1,0,6,0,high,1.0,18.0
4300,62179,1,2,4,0,40,5,1,1,6,0,low,0.5,7.0
4301,62180,4,5,5,0,50,2,1,1,6,1,high,0.8,3.0
4302,62181,1,1,4,0,65,3,1,1,6,0,high,1.0,8.0
4303,62182,1,2,5,0,65,2,10,1,6,1,low,0.5,12.0
4304,62183,1,2,4,2,65,2,10,1,6,0,low,0.5,9.0
4305,62184,1,1,6,0,50,1,1,1,6,1,high,1.0,20.0
4306,62185,1,3,10,6,55,1,10,1,6,0,low,0.3333333333333333,18.0
4307,62186,1,3,6,0,30,1,1,1,6,1,low,0.3333333333333333,53.0
4308,62187,2,5,4,0,40,3,1,1,6,1,low,0.4,32.0
4309,62188,1,1,10,0,55,2,1,1,6,1,high,1.0,15.0
4310,62189,1,2,8,1,60,2,1,1,6,0,low,0.5,5.0
4311,62190,1,1,9,0,55,1,1,1,6,1,high,1.0,3.0
4312,62191,1,1,8,0,45,2,1,1,6,0,high,1.0,13.0
4313,62192,1,1,9,0,25,2,1,1,6,0,high,1.0,46.0
4314,62193,1,1,8,0,55,6,1,1,6,0,high,1.0,11.0
4315,62194,1,3,10,0,35,3,1,1,6,0,low,0.3333333333333333,31.0
4316,62195,1,2,11,0,65,1,1,1,6,0,low,0.5,10.0
4317,62196,1,1,6,0,45,3,1,1,6,0,high,1.0,27.0
4318,62197,1,3,11,0,50,2,98,2,6,0,low,0.3333333333333333,4.0
4319,62198,1,3,11,7,40,1,1,1,6,0,low,0.3333333333333333,19.0
4320,62199,1,3,10,2,25,3,1,1,6,1,low,0.3333333333333333,12.0
4321,62200,1,1,8,0,65,3,1,1,6,1,high,1.0,10.0
4322,62201,1,1,11,0,65,2,1,1,6,0,high,1.0,6.0
4323,62202,1,1,11,0,50,2,1,1,6,0,high,1.0,6.0
4324,62203,1,2,8,6,55,1,1,1,6,1,low,0.5,30.0
4325,62204,1,4,11,1,55,1,1,1,6,0,low,0.25,18.0
4326,62205,1,1,6,0,40,1,1,1,6,0,high,1.0,5.0
4327,62206,1,11,9,1,35,3,1,1,6,0,low,0.09090909090909091,16.0
4328,62207,1,1,11,0,40,3,1,1,6,0,high,1.0,19.0
4329,62208,1,1,7,0,65,1,1,1,6,0,high,1.0,5.0
4330,62209,1,1,12,0,55,2,1,1,6,0,high,1.0,63.0
4331,62210,1,5,3,0,40,2,1,1,6,0,low,0.2,13.0
4332,62211,1,1,4,0,40,1,1,1,6,0,high,1.0,8.0
4333,62212,1,1,11,0,25,3,1,1,6,0,high,1.0,11.0
4334,62213,1,2,10,0,45,3,1,1,6,0,low,0.5,21.0
4335,62214,1,2,12,2,40,1,2,2,6,0,low,0.5,10.0
4336,62215,1,2,11,0,45,2,1,1,6,0,low,0.5,17.0
4337,62216,1,2,10,0,55,1,1,1,6,1,low,0.5,1.0
4338,62217,1,2,2,2,55,1,1,1,6,0,low,0.5,10.0
4339,62218,1,3,6,0,25,2,1,1,6,0,low,0.3333333333333333,3.0
4340,62219,1,1,10,0,45,1,1,1,6,0,high,1.0,2.0
4341,62220,1,1,12,0,45,2,2,2,6,1,high,1.0,17.0
4342,62221,1,1,12,0,65,2,1,1,6,0,high,1.0,4.0
4343,62222,1,1,12,0,55,2,1,1,6,0,high,1.0,24.0
4344,62223,1,1,12,0,25,1,1,1,6,0,high,1.0,18.0
4345,62224,1,1,10,0,25,1,1,1,6,0,high,1.0,12.0
4346,62225,1,1,9,0,55,1,1,1,6,0,high,1.0,11.0
4347,62226,1,3,9,0,65,3,10,1,6,0,low,0.3333333333333333,10.0
4348,62227,1,1,11,0,55,2,1,1,6,0,high,1.0,5.0
4349,62228,1,1,10,0,45,1,1,1,6,0,high,1.0,21.0
4350,62229,1,1,11,0,40,5,1,1,6,0,high,1.0,23.0
4351,62230,1,3,10,2,55,2,1,1,6,1,low,0.3333333333333333,1.0
4352,62231,1,2,10,2,55,2,10,1,6,0,low,0.5,3.0
4353,62232,1,1,8,0,40,1,1,1,6,0,high,1.0,7.0
4354,62233,1,1,10,0,40,5,1,1,6,0,high,1.0,20.0
4355,62234,1,4,6,0,45,3,1,1,6,0,low,0.25,51.0
4356,62235,1,3,9,1,65,1,1,1,6,0,low,0.3333333333333333,12.0
4357,62236,1,4,7,1,50,1,1,1,6,0,low,0.25,7.0
4358,62237,1,2,10,0,35,3,10,1,6,0,low,0.5,6.0
