,ST_CASE,FATALS,PERSONS,MONTH,MAN_COLL,SP_LIMIT,LGT_COND,WEATHER,SUR_COND,STATE,DRUNK_DR,rate,rate_numerical,arrival_time
26303,390954,1,3,10,4,40,1,1,1,39,0,low,0.3333333333333333,
26304,390955,1,2,10,0,65,3,1,1,39,1,low,0.5,
26305,390956,1,1,10,0,55,1,1,1,39,0,high,1.0,
26306,390957,1,2,10,0,55,2,1,1,39,1,low,0.5,
26307,390958,1,1,10,0,55,2,1,1,39,0,high,1.0,
26308,390959,1,2,10,1,55,1,1,1,39,0,low,0.5,
26309,390960,1,5,10,5,65,1,1,1,39,1,low,0.2,
26310,390961,1,2,10,4,45,3,2,2,39,1,low,0.5,
26311,390962,1,4,10,0,55,1,2,2,39,1,low,0.25,
26312,390963,1,2,7,5,35,1,1,1,39,0,low,0.5,
26313,390964,1,5,8,5,35,3,1,1,39,1,low,0.2,
26314,390965,1,1,9,0,25,3,1,1,39,1,high,1.0,
26315,390966,1,1,10,0,55,1,2,2,39,1,high,1.0,
26316,390967,1,2,10,0,55,1,1,1,39,0,low,0.5,
26317,390968,1,1,10,0,35,2,1,1,39,1,high,1.0,
26318,390969,1,2,10,8,55,1,1,1,39,0,low,0.5,
26319,390970,1,1,10,0,35,1,1,1,39,0,high,1.0,
26320,390971,1,3,10,5,55,1,1,1,39,0,low,0.3333333333333333,
26321,390972,1,2,10,4,55,1,1,1,39,0,low,0.5,
26322,390973,1,5,10,0,55,5,1,1,39,0,low,0.2,
26323,390974,1,2,10,8,40,3,1,1,39,2,low,0.5,
26324,390975,1,2,10,0,55,2,1,1,39,0,low,0.5,
26325,390976,1,2,10,5,55,1,1,1,39,1,low,0.5,
26326,390977,1,1,10,0,50,3,1,2,39,1,high,1.0,
26327,390978,1,2,10,0,35,3,2,2,39,0,low,0.5,
26328,390979,1,3,10,5,55,1,1,1,39,0,low,0.3333333333333333,
26329,390980,1,4,10,7,60,2,1,2,39,1,low,0.25,
26330,390981,1,2,11,0,25,3,1,1,39,1,low,0.5,
26331,390982,1,2,11,0,40,1,1,1,39,0,low,0.5,
26332,390983,1,1,11,0,55,2,1,1,39,1,high,1.0,
26333,390984,1,2,11,0,45,3,1,1,39,0,low,0.5,
26334,390985,2,4,11,9,65,2,1,1,39,0,low,0.5,
26335,390986,2,2,11,5,55,2,2,2,39,0,high,1.0,
26336,390987,1,3,11,0,55,1,1,1,39,1,low,0.3333333333333333,
26337,390988,2,4,11,2,55,1,1,1,39,0,low,0.5,
26338,390989,1,3,11,1,65,1,1,1,39,1,low,0.3333333333333333,
26339,390990,1,1,11,0,55,2,1,1,39,1,high,1.0,
26340,390991,1,1,8,0,65,1,1,1,39,0,high,1.0,
26341,390992,1,1,10,0,55,2,1,1,39,1,high,1.0,
26342,390993,1,1,10,0,55,2,1,1,39,0,high,1.0,
26343,390994,1,2,10,0,25,1,1,1,39,0,low,0.5,
26344,390995,1,2,11,0,55,1,1,1,39,0,low,0.5,
26345,390996,1,1,11,0,55,3,1,1,39,1,high,1.0,
26346,390997,1,2,11,5,40,1,1,1,39,1,low,0.5,
26347,390998,1,2,9,5,35,1,1,1,39,0,low,0.5,
26348,390999,1,3,11,4,55,2,1,1,39,1,low,0.3333333333333333,
26349,391000,1,2,11,0,45,2,1,1,39,1,low,0.5,
26350,391001,1,3,11,5,65,1,1,1,39,0,low,0.3333333333333333,
26351,391002,1,3,11,0,65,2,1,1,39,0,low,0.3333333333333333,
26352,391003,1,1,11,0,55,2,1,1,39,0,high,1.0,
26353,391004,1,1,11,0,50,2,1,1,39,1,high,1.0,
26354,391006,1,1,11,0,55,1,2,2,39,0,high,1.0,
26355,391007,1,1,11,0,50,3,1,1,39,1,high,1.0,
26356,391008,1,2,11,0,55,2,1,1,39,0,low,0.5,
26357,391009,1,4,11,5,55,1,1,1,39,0,low,0.25,
26358,391010,1,1,11,0,55,3,2,2,39,0,high,1.0,
26359,391011,2,2,11,8,55,1,1,1,39,0,high,1.0,
26360,391012,1,2,9,0,65,1,1,1,39,0,low,0.5,
26361,391013,2,3,9,5,50,1,1,1,39,0,high,0.6666666666666666,
26362,391014,1,3,10,5,50,1,1,1,39,0,low,0.3333333333333333,
26363,391015,2,4,11,2,55,1,1,1,39,0,low,0.5,
26364,391016,1,1,11,0,55,1,1,1,39,0,high,1.0,
26365,391017,1,2,11,0,45,2,1,1,39,1,low,0.5,
26366,391018,1,2,11,0,55,2,1,1,39,2,low,0.5,
26367,391019,1,2,11,1,50,3,1,1,39,1,low,0.5,
26368,391020,1,2,11,2,55,1,1,1,39,1,low,0.5,
26369,391021,2,4,11,2,55,1,1,1,39,1,low,0.5,
26370,391022,1,3,11,1,55,1,1,1,39,0,low,0.3333333333333333,
26371,391023,1,9,11,2,45,1,1,1,39,1,low,0.1111111111111111,
26372,391024,1,2,11,8,45,1,1,1,39,0,low,0.5,
26373,391025,1,2,11,4,55,1,1,2,39,0,low,0.5,
26374,391026,1,1,11,0,25,3,1,2,39,0,high,1.0,
26375,391027,1,3,11,0,35,1,1,1,39,0,low,0.3333333333333333,
26376,391028,1,2,11,0,40,2,1,1,39,1,low,0.5,
26377,391029,1,3,9,5,35,3,1,1,39,1,low,0.3333333333333333,
26378,391030,1,2,9,0,35,1,1,1,39,0,low,0.5,
26379,391031,1,1,10,0,65,1,2,2,39,0,high,1.0,
26380,391032,2,5,10,0,65,2,1,1,39,1,low,0.4,
26381,391033,1,1,11,0,55,2,1,1,39,1,high,1.0,
26382,391034,1,2,11,0,45,1,1,1,39,0,low,0.5,
26383,391035,1,1,11,0,55,1,1,1,39,0,high,1.0,
26384,391036,1,7,11,1,55,5,1,1,39,0,low,0.14285714285714285,
26385,391037,1,2,11,0,35,2,1,1,39,2,low,0.5,
26386,391038,1,5,11,0,45,2,1,1,39,1,low,0.2,
26387,391039,1,2,11,8,55,1,1,2,39,0,low,0.5,
26388,391040,1,1,11,0,65,3,1,2,39,1,high,1.0,
26389,391041,1,1,11,0,65,5,1,1,39,0,high,1.0,
26390,391042,1,3,11,5,55,1,1,1,39,0,low,0.3333333333333333,
26391,391043,1,2,11,4,50,1,2,2,39,0,low,0.5,
26392,391044,1,2,11,2,55,2,1,1,39,1,low,0.5,
26393,391045,1,2,11,0,40,2,9,2,39,0,low,0.5,
26394,391046,1,5,11,0,55,2,1,1,39,1,low,0.2,
26395,391047,1,2,11,0,55,2,1,1,39,1,low,0.5,
26396,391048,1,2,11,2,55,2,1,1,39,0,low,0.5,
26397,391049,1,4,12,2,55,2,1,1,39,0,low,0.25,
26398,391050,1,1,12,0,45,2,1,2,39,1,high,1.0,
26399,391051,2,4,12,5,65,2,4,4,39,0,low,0.5,
26400,391052,1,3,12,0,35,1,1,1,39,0,low,0.3333333333333333,
26401,391053,1,1,12,0,35,3,1,1,39,1,high,1.0,
26402,391054,1,1,9,0,99,1,1,1,39,0,high,1.0,
26403,391055,1,1,10,0,25,1,1,2,39,0,high,1.0,
26404,391056,1,2,10,0,25,1,1,1,39,0,low,0.5,
26405,391057,1,2,11,7,60,1,1,4,39,0,low,0.5,
26406,391058,1,3,11,0,45,2,1,1,39,3,low,0.3333333333333333,
26407,391059,1,2,11,4,55,1,2,2,39,0,low,0.5,
26408,391060,1,1,11,0,65,1,1,1,39,0,high,1.0,
26409,391061,1,2,11,5,50,1,1,1,39,0,low,0.5,
26410,391062,1,1,11,0,55,2,1,1,39,0,high,1.0,
26411,391063,1,2,12,0,55,1,1,1,39,0,low,0.5,
26412,391064,1,2,12,9,65,1,1,2,39,0,low,0.5,
26413,391065,1,1,12,0,55,2,2,2,39,1,high,1.0,
26414,391066,1,5,12,0,40,2,1,1,39,1,low,0.2,
26415,391067,3,4,12,4,65,1,1,1,39,0,high,0.75,
26416,391068,1,2,12,2,55,1,4,3,39,0,low,0.5,
26417,391069,1,1,12,0,55,1,1,2,39,0,high,1.0,
26418,391070,1,1,12,0,55,2,3,2,39,1,high,1.0,
26419,391071,1,1,10,0,25,3,1,1,39,1,high,1.0,
26420,391072,1,5,11,4,35,1,1,1,39,0,low,0.2,
26421,391073,1,10,11,7,55,1,1,1,39,0,low,0.1,
26422,391074,1,2,11,2,45,1,2,2,39,0,low,0.5,
26423,391075,1,1,11,0,40,1,1,1,39,0,high,1.0,
26424,391076,1,1,11,0,65,1,1,1,39,0,high,1.0,
26425,391077,1,1,11,0,55,2,1,1,39,1,high,1.0,
26426,391078,1,3,12,5,55,1,1,1,39,0,low,0.3333333333333333,
26427,391079,1,1,12,0,55,2,1,1,39,1,high,1.0,
26428,391080,1,1,12,0,45,2,1,1,39,1,high,1.0,
26429,391081,1,2,11,5,55,2,1,1,39,1,low,0.5,
26430,391082,1,3,11,8,55,1,1,2,39,0,low,0.3333333333333333,
26431,391083,1,4,10,1,25,3,1,1,39,1,low,0.25,
26432,391084,1,2,10,5,35,1,1,1,39,0,low,0.5,
26433,391085,1,2,10,0,55,2,1,1,39,0,low,0.5,
26434,391086,1,2,10,1,55,2,1,1,39,1,low,0.5,
26435,391087,1,1,11,0,50,1,3,2,39,0,high,1.0,
26436,391088,1,1,11,0,55,2,1,2,39,1,high,1.0,
26437,391089,1,3,12,0,25,2,1,2,39,1,low,0.3333333333333333,
26438,391090,1,3,12,2,55,1,1,2,39,0,low,0.3333333333333333,
26439,391091,1,3,12,0,55,2,2,2,39,2,low,0.3333333333333333,
26440,391092,1,2,12,0,55,1,1,1,39,0,low,0.5,
26441,391093,1,2,12,0,25,3,1,2,39,0,low,0.5,
26442,391094,1,4,10,1,65,1,1,1,39,0,low,0.25,
26443,391095,1,1,10,0,55,2,1,1,39,1,high,1.0,
26444,391096,1,9,11,8,35,1,1,1,39,0,low,0.1111111111111111,
26445,391097,1,1,11,0,25,3,1,1,39,1,high,1.0,
26446,391098,1,1,11,0,25,3,1,1,39,1,high,1.0,
26447,391099,1,2,11,2,55,1,1,1,39,1,low,0.5,
26448,391100,1,1,11,0,65,1,1,2,39,0,high,1.0,
26449,391101,1,1,11,0,55,2,1,1,39,1,high,1.0,
26450,391102,1,3,11,0,45,3,1,1,39,0,low,0.3333333333333333,
26451,391103,2,2,12,0,65,1,3,2,39,0,high,1.0,
26452,391104,2,4,12,2,25,3,1,1,39,0,low,0.5,
26453,391105,1,1,12,0,35,3,2,2,39,0,high,1.0,
26454,391106,1,1,12,0,55,2,4,3,39,0,high,1.0,
26455,391107,1,4,12,0,55,3,2,2,39,1,low,0.25,
26456,391108,1,2,12,0,55,1,1,1,39,0,low,0.5,
26457,391109,1,1,10,0,30,1,1,1,39,0,high,1.0,
26458,391110,1,1,12,0,55,2,1,2,39,0,high,1.0,
26459,391111,1,3,12,5,55,1,2,2,39,0,low,0.3333333333333333,
26460,391112,1,2,12,2,25,1,1,1,39,0,low,0.5,
26461,391113,1,4,12,8,45,3,1,1,39,1,low,0.25,
26462,391114,1,4,12,2,45,1,4,2,39,0,low,0.25,
26463,391115,1,1,12,0,55,2,1,2,39,0,high,1.0,
26464,391116,1,1,12,0,55,2,1,1,39,1,high,1.0,
26465,391117,1,1,12,0,55,2,1,1,39,0,high,1.0,
26466,391118,1,2,12,0,35,1,2,2,39,0,low,0.5,
26467,391119,1,2,12,5,55,1,1,1,39,0,low,0.5,
26468,391120,2,3,12,8,35,2,1,2,39,2,high,0.6666666666666666,
26469,391121,1,1,12,0,60,3,2,2,39,1,high,1.0,
26470,391122,1,3,12,8,45,1,1,1,39,1,low,0.3333333333333333,
26471,391123,1,1,12,0,45,2,1,1,39,1,high,1.0,
26472,391125,1,2,10,0,35,1,1,1,39,0,low,0.5,
26473,391126,1,1,12,0,55,2,1,2,39,0,high,1.0,
26474,391127,1,1,12,0,30,1,1,1,39,0,high,1.0,
26475,391128,1,1,12,0,55,2,1,1,39,0,high,1.0,
26476,391129,1,2,12,0,45,3,1,2,39,0,low,0.5,
26477,391130,1,3,12,2,50,3,1,1,39,0,low,0.3333333333333333,
26478,391131,1,1,7,0,55,3,1,1,39,1,high,1.0,
26479,391132,1,1,10,0,35,3,1,1,39,1,high,1.0,
26480,391133,1,4,11,1,55,1,1,1,39,0,low,0.25,
26481,391134,1,2,11,0,65,2,2,2,39,1,low,0.5,
26482,391135,1,1,11,0,55,3,1,2,39,0,high,1.0,
26483,391136,1,1,12,0,45,2,3,4,39,1,high,1.0,
26484,391137,1,3,12,0,35,3,1,2,39,1,low,0.3333333333333333,
26485,391138,1,2,12,0,35,3,1,1,39,0,low,0.5,
26486,391139,1,3,12,0,45,2,1,1,39,0,low,0.3333333333333333,
26487,391140,1,2,12,5,60,1,1,1,39,0,low,0.5,
26488,391141,1,7,12,2,45,2,1,1,39,1,low,0.14285714285714285,
26489,391142,1,2,12,4,35,4,1,2,39,0,low,0.5,
26490,391143,1,4,12,4,35,1,1,1,39,0,low,0.25,
26491,391144,2,3,12,0,35,3,1,1,39,1,high,0.6666666666666666,
26492,391145,1,3,12,5,55,5,1,1,39,0,low,0.3333333333333333,
26493,391146,1,2,12,0,35,3,2,2,39,1,low,0.5,
26494,391147,1,5,12,4,35,1,1,1,39,0,low,0.2,
26495,391148,1,1,9,0,25,3,1,1,39,0,high,1.0,
26496,391149,1,3,11,0,25,3,1,1,39,0,low,0.3333333333333333,
26497,391150,1,4,12,0,45,2,2,2,39,2,low,0.25,
26498,391151,1,1,12,0,0,1,1,1,39,1,high,1.0,
26499,391152,1,2,9,5,35,1,1,1,39,0,low,0.5,
26500,391153,1,1,10,0,99,1,1,1,39,0,high,1.0,
26501,391154,1,3,12,5,55,1,4,3,39,0,low,0.3333333333333333,
26502,391155,1,2,12,5,55,1,1,1,39,0,low,0.5,
26503,391156,1,2,12,5,35,1,1,1,39,0,low,0.5,
26504,391157,1,6,12,1,60,1,1,2,39,0,low,0.16666666666666666,
26505,391158,1,1,12,0,55,1,1,1,39,1,high,1.0,
26506,391159,1,5,12,5,55,2,1,1,39,2,low,0.2,
26507,391160,1,1,12,4,25,3,1,2,39,0,high,1.0,
26508,391161,1,1,7,0,25,1,1,1,39,0,high,1.0,
26509,391162,1,2,10,7,35,1,1,1,39,1,low,0.5,
26510,391163,1,1,11,0,55,2,1,4,39,1,high,1.0,
26511,391164,1,7,12,8,35,4,2,2,39,0,low,0.14285714285714285,
26512,391165,1,5,12,5,45,2,1,2,39,1,low,0.2,
26513,391166,1,1,12,0,55,1,1,1,39,1,high,1.0,
26514,391167,1,5,12,4,55,2,1,1,39,0,low,0.2,
26515,391168,1,2,12,0,35,3,1,1,39,0,low,0.5,
26516,391170,1,2,12,0,65,2,1,1,39,0,low,0.5,
26517,391171,1,1,12,0,65,2,1,1,39,1,high,1.0,
26518,391172,5,9,12,8,60,3,1,1,39,1,high,0.5555555555555556,
26519,391173,1,2,8,5,45,1,1,1,39,0,low,0.5,
26520,391174,1,3,10,5,55,2,2,2,39,0,low,0.3333333333333333,
26521,391175,1,2,10,5,60,1,1,2,39,0,low,0.5,
26522,391176,1,2,12,0,35,3,1,1,39,0,low,0.5,
26523,391177,1,2,12,8,55,2,2,2,39,1,low,0.5,
26524,391178,1,4,12,2,55,1,1,1,39,0,low,0.25,
26525,391179,1,1,12,0,45,3,1,2,39,1,high,1.0,
26526,391180,1,2,12,1,55,2,1,1,39,0,low,0.5,
26527,391181,2,6,12,5,55,2,1,2,39,0,low,0.3333333333333333,
26528,391182,1,2,9,0,99,3,1,1,39,0,low,0.5,
26529,391183,1,4,12,7,35,3,1,2,39,2,low,0.25,
26530,391184,1,1,12,0,35,2,1,2,39,1,high,1.0,
26531,391185,1,3,12,1,50,2,1,1,39,0,low,0.3333333333333333,
26532,391187,1,4,12,8,35,1,2,2,39,0,low,0.25,
26533,391188,1,2,11,4,35,3,1,1,39,0,low,0.5,
26534,391189,1,2,12,0,25,3,4,3,39,0,low,0.5,
26535,391190,1,1,11,0,25,1,1,1,39,0,high,1.0,
26536,400001,1,3,1,0,65,1,2,2,40,0,low,0.3333333333333333,
26537,400002,1,1,1,0,45,1,1,1,40,1,high,1.0,
26538,400003,1,2,1,0,65,2,1,1,40,1,low,0.5,
26539,400004,1,1,1,0,65,2,1,1,40,1,high,1.0,
26540,400005,1,3,1,3,45,1,1,1,40,1,low,0.3333333333333333,
26541,400006,1,4,1,5,65,1,1,1,40,0,low,0.25,
26542,400007,1,1,1,0,45,3,2,2,40,0,high,1.0,
26543,400008,1,2,1,0,65,1,3,4,40,0,low,0.5,
26544,400009,1,4,1,1,60,2,3,4,40,1,low,0.25,
26545,400010,7,13,1,1,70,2,1,4,40,0,high,0.5384615384615384,
26546,400011,1,1,1,0,65,1,3,4,40,0,high,1.0,
26547,400012,1,3,1,0,65,1,3,4,40,0,low,0.3333333333333333,
26548,400013,1,2,1,4,65,1,1,1,40,0,low,0.5,
26549,400015,1,2,1,1,70,1,1,2,40,0,low,0.5,
26550,400016,1,2,1,0,55,1,1,4,40,0,low,0.5,
26551,400017,1,3,1,0,55,2,1,1,40,0,low,0.3333333333333333,
26552,400018,1,5,1,0,65,1,4,3,40,0,low,0.2,
26553,400019,1,1,1,0,45,2,1,1,40,1,high,1.0,
26554,400020,1,2,1,0,20,2,2,3,40,1,low,0.5,
26555,400021,1,2,1,0,55,2,1,6,40,0,low,0.5,
26556,400022,2,3,1,5,55,1,1,1,40,0,high,0.6666666666666666,
26557,400023,1,1,1,0,55,1,1,1,40,0,high,1.0,
26558,400024,1,4,1,4,70,2,1,1,40,0,low,0.25,
26559,400025,1,1,1,0,65,2,1,1,40,1,high,1.0,
26560,400026,1,1,1,0,70,2,1,1,40,1,high,1.0,
26561,400027,1,1,1,0,65,1,1,1,40,0,high,1.0,
26562,400028,2,3,1,4,55,1,4,4,40,0,high,0.6666666666666666,
26563,400029,1,2,1,4,65,1,3,2,40,0,low,0.5,
26564,400030,1,2,1,0,70,1,4,3,40,1,low,0.5,
26565,400031,1,1,1,0,50,1,3,2,40,1,high,1.0,
26566,400032,2,2,2,0,35,3,1,4,40,2,high,1.0,
26567,400033,1,1,2,0,45,2,1,1,40,1,high,1.0,
26568,400034,2,6,2,2,65,2,1,2,40,1,low,0.3333333333333333,
26569,400035,1,1,2,0,70,2,1,1,40,0,high,1.0,
26570,400036,1,1,2,0,65,2,1,1,40,1,high,1.0,
26571,400037,1,1,1,0,65,1,1,1,40,0,high,1.0,
26572,400038,1,1,1,0,45,3,1,1,40,1,high,1.0,
26573,400039,1,2,1,0,25,3,1,1,40,0,low,0.5,
26574,400040,1,2,1,0,55,1,1,2,40,0,low,0.5,
26575,400041,1,2,1,4,65,1,3,4,40,0,low,0.5,
26576,400042,1,4,1,0,65,2,1,4,40,0,low,0.25,
26577,400043,1,2,2,5,70,1,1,1,40,0,low,0.5,
26578,400044,1,10,2,0,70,3,3,4,40,0,low,0.1,
26579,400045,1,3,2,4,70,2,1,1,40,0,low,0.3333333333333333,
26580,400046,1,1,2,0,50,3,1,1,40,1,high,1.0,
26581,400047,1,3,2,0,55,1,1,2,40,0,low,0.3333333333333333,
26582,400048,2,3,2,8,65,1,1,1,40,0,high,0.6666666666666666,
26583,400049,1,1,2,0,25,3,1,1,40,1,high,1.0,
26584,400050,1,3,2,4,45,1,1,1,40,0,low,0.3333333333333333,
26585,400051,1,3,2,0,70,2,1,1,40,0,low,0.3333333333333333,
26586,400052,1,1,2,0,70,1,1,1,40,0,high,1.0,
26587,400053,1,1,2,0,55,3,2,2,40,1,high,1.0,
26588,400054,1,1,2,0,65,1,1,1,40,1,high,1.0,
26589,400055,2,4,2,0,65,2,1,1,40,1,low,0.5,
26590,400056,1,1,2,0,50,1,1,1,40,1,high,1.0,
26591,400057,1,1,2,0,60,3,4,3,40,0,high,1.0,
26592,400058,1,2,2,4,65,3,1,1,40,1,low,0.5,
26593,400059,1,3,2,5,55,1,1,1,40,0,low,0.3333333333333333,
26594,400060,1,2,2,0,65,2,1,1,40,1,low,0.5,
26595,400061,1,1,2,0,65,1,1,1,40,0,high,1.0,
26596,400062,1,1,2,0,45,1,1,1,40,0,high,1.0,
26597,400063,1,5,1,5,65,1,3,4,40,0,low,0.2,
26598,400064,1,3,2,4,50,3,1,1,40,1,low,0.3333333333333333,
26599,400065,1,5,2,0,45,1,1,1,40,0,low,0.2,
26600,400066,2,4,2,5,65,1,1,1,40,0,low,0.5,
26601,400067,1,2,2,0,75,2,1,1,40,1,low,0.5,
26602,400068,1,3,2,5,35,1,1,1,40,0,low,0.3333333333333333,
26603,400069,1,1,2,0,65,1,1,1,40,0,high,1.0,
26604,400070,1,1,2,0,45,3,1,1,40,0,high,1.0,
26605,400071,1,2,2,0,45,3,1,1,40,1,low,0.5,
26606,400072,1,3,2,2,65,1,1,1,40,0,low,0.3333333333333333,
26607,400073,1,2,2,2,65,1,1,1,40,0,low,0.5,
26608,400074,1,5,2,2,55,2,1,1,40,2,low,0.2,
26609,400075,1,3,2,1,65,3,1,1,40,1,low,0.3333333333333333,
26610,400076,1,1,2,0,45,2,1,1,40,1,high,1.0,
26611,400077,1,1,2,0,70,2,1,1,40,0,high,1.0,
26612,400078,1,4,2,2,55,1,1,1,40,0,low,0.25,
26613,400079,1,2,2,0,70,1,1,1,40,0,low,0.5,
26614,400080,1,2,2,0,70,1,1,1,40,0,low,0.5,
26615,400081,2,8,3,2,70,2,1,1,40,0,low,0.25,
26616,400082,1,2,3,0,65,1,6,1,40,0,low,0.5,
26617,400083,2,2,3,0,45,2,1,1,40,1,high,1.0,
26618,400084,1,2,3,4,65,1,1,1,40,0,low,0.5,
26619,400085,1,1,3,0,65,1,1,1,40,0,high,1.0,
26620,400086,2,2,3,0,75,2,1,1,40,0,high,1.0,
26621,400087,1,3,3,4,40,3,1,1,40,2,low,0.3333333333333333,
26622,400088,1,4,3,0,65,1,1,1,40,0,low,0.25,
26623,400089,1,5,3,0,65,3,5,1,40,1,low,0.2,
26624,400090,1,1,3,0,45,1,1,1,40,1,high,1.0,
26625,400091,1,1,3,0,55,2,1,1,40,1,high,1.0,
26626,400092,1,1,3,0,55,4,5,2,40,0,high,1.0,
26627,400093,2,3,3,1,65,2,1,1,40,1,high,0.6666666666666666,
26628,400094,1,4,3,0,55,1,1,1,40,1,low,0.25,
26629,400095,1,3,3,0,70,3,1,1,40,1,low,0.3333333333333333,
26630,400096,2,6,3,3,65,1,1,1,40,0,low,0.3333333333333333,
26631,400097,1,8,3,3,65,1,1,1,40,1,low,0.125,
26632,400098,1,2,2,0,25,1,1,1,40,1,low,0.5,
26633,400099,2,3,2,0,65,2,1,2,40,0,high,0.6666666666666666,
26634,400100,1,3,2,4,55,1,1,1,40,0,low,0.3333333333333333,
26635,400101,1,3,3,4,40,3,1,1,40,0,low,0.3333333333333333,
26636,400102,1,2,3,4,45,3,1,1,40,1,low,0.5,
26637,400103,2,3,3,0,70,3,1,1,40,0,high,0.6666666666666666,
26638,400104,1,3,3,5,65,1,2,2,40,0,low,0.3333333333333333,
26639,400105,1,2,3,3,65,2,1,1,40,1,low,0.5,
26640,400106,1,2,3,4,65,1,1,1,40,1,low,0.5,
26641,400107,1,2,3,0,60,1,1,1,40,0,low,0.5,
26642,400108,1,2,3,0,65,3,1,1,40,0,low,0.5,
26643,400109,1,3,3,2,40,3,1,1,40,0,low,0.3333333333333333,
26644,400110,1,2,3,2,65,1,1,1,40,0,low,0.5,
26645,400111,1,8,3,3,65,3,1,1,40,0,low,0.125,
26646,400112,1,1,3,0,55,1,1,1,40,0,high,1.0,
26647,400113,1,4,3,0,70,1,1,1,40,0,low,0.25,
26648,400114,1,2,3,0,70,1,1,1,40,0,low,0.5,
26649,400115,1,1,3,0,45,2,1,1,40,0,high,1.0,
26650,400116,1,2,3,4,65,1,1,1,40,0,low,0.5,
26651,400117,1,2,3,0,45,1,1,1,40,0,low,0.5,
26652,400118,1,2,3,5,35,1,2,2,40,0,low,0.5,
26653,400120,1,2,3,0,45,3,1,1,40,0,low,0.5,
26654,400121,1,4,3,5,55,3,1,1,40,1,low,0.25,
26655,400122,1,1,3,0,50,2,1,1,40,1,high,1.0,
26656,400123,1,3,3,0,65,2,1,1,40,0,low,0.3333333333333333,
26657,400124,1,2,3,0,60,2,1,1,40,1,low,0.5,
26658,400125,1,3,3,0,55,3,1,1,40,1,low,0.3333333333333333,
26659,400126,2,3,3,2,65,1,1,1,40,1,high,0.6666666666666666,
26660,400127,1,3,3,4,65,1,1,1,40,0,low,0.3333333333333333,
26661,400128,1,2,3,0,70,1,1,1,40,0,low,0.5,
26662,400129,1,5,3,5,70,1,1,1,40,0,low,0.2,
26663,400130,1,5,1,2,50,1,1,1,40,0,low,0.2,
26664,400131,2,5,3,5,55,3,1,1,40,0,low,0.4,
26665,400132,1,3,4,4,40,3,1,1,40,1,low,0.3333333333333333,
26666,400133,1,5,4,5,25,1,1,1,40,0,low,0.2,
26667,400134,1,3,4,0,55,5,1,1,40,0,low,0.3333333333333333,
26668,400135,1,5,4,5,65,3,1,1,40,1,low,0.2,
26669,400136,1,1,4,0,45,1,1,1,40,1,high,1.0,
26670,400137,1,5,4,0,65,1,1,1,40,0,low,0.2,
26671,400138,1,1,4,0,65,2,1,1,40,0,high,1.0,
26672,400139,1,2,4,1,75,2,1,1,40,0,low,0.5,
26673,400140,2,4,4,5,45,1,2,2,40,0,low,0.5,
26674,400141,1,3,4,4,60,2,2,2,40,0,low,0.3333333333333333,
26675,400142,1,3,4,5,65,1,1,1,40,0,low,0.3333333333333333,
26676,400143,1,3,4,2,45,1,2,2,40,0,low,0.3333333333333333,
26677,400144,1,3,4,0,45,3,1,1,40,0,low,0.3333333333333333,
26678,400145,1,5,4,5,65,1,1,1,40,0,low,0.2,
26679,400146,1,1,4,0,65,2,1,1,40,0,high,1.0,
26680,400147,1,1,4,0,55,1,1,1,40,0,high,1.0,
26681,400148,1,3,4,2,55,1,1,1,40,0,low,0.3333333333333333,
26682,400149,1,1,4,0,45,1,1,1,40,0,high,1.0,
26683,400150,1,3,4,0,70,1,2,2,40,0,low,0.3333333333333333,
26684,400151,1,1,4,0,35,3,2,2,40,1,high,1.0,
26685,400152,1,1,4,0,65,1,1,1,40,0,high,1.0,
26686,400153,1,3,4,5,45,2,1,1,40,0,low,0.3333333333333333,
26687,400154,1,2,4,0,40,1,1,1,40,1,low,0.5,
26688,400155,1,2,4,2,45,1,1,1,40,1,low,0.5,
26689,400156,1,2,4,4,35,1,1,1,40,0,low,0.5,
26690,400157,1,1,4,0,60,3,1,1,40,1,high,1.0,
26691,400158,1,1,4,0,45,2,1,1,40,1,high,1.0,
26692,400159,1,1,4,0,55,3,1,1,40,1,high,1.0,
26693,400160,1,2,4,4,40,1,1,1,40,0,low,0.5,
26694,400161,1,3,4,0,75,4,1,1,40,0,low,0.3333333333333333,
26695,400162,1,3,4,0,30,1,1,1,40,0,low,0.3333333333333333,
26696,400163,1,2,4,2,65,1,1,1,40,0,low,0.5,
26697,400164,1,3,4,2,35,2,1,1,40,2,low,0.3333333333333333,
26698,400165,1,8,4,9,65,1,1,1,40,0,low,0.125,
26699,400166,1,1,4,0,45,2,1,1,40,1,high,1.0,
26700,400167,1,1,4,0,65,2,1,1,40,1,high,1.0,
26701,400168,1,2,4,4,35,1,1,1,40,0,low,0.5,
26702,400169,1,2,4,4,65,1,1,1,40,0,low,0.5,
26703,400170,1,5,4,0,40,1,1,1,40,0,low,0.2,
26704,400171,3,6,4,0,70,2,1,1,40,0,low,0.5,
26705,400172,1,2,4,0,25,1,1,5,40,2,low,0.5,
26706,400173,1,1,3,0,65,1,1,1,40,0,high,1.0,
26707,400174,1,2,4,11,55,1,1,1,40,0,low,0.5,
26708,400175,1,5,4,0,40,1,1,1,40,0,low,0.2,
26709,400176,1,2,5,0,70,1,1,1,40,0,low,0.5,
26710,400177,1,1,5,0,65,1,1,1,40,0,high,1.0,
